Reference,Story,"Bible stories, for the use of children",Dear Old Stories Told Once More,The Children's Bible Picture-Book,Bible stories for little children,The School and Children's Bible,The Children's Bible History,The Children of the Bible,"The Bible for Children
",Kindergarten Bible Stories: The Old Testament Adapted for Little Children,"""Tell Me a True Story"": Tales of Bible Heroes for the Children of To-day",Bible Stories for Primary Classes: Old Testament,Bible stories: King Saul to the Babylonian exile,The Children's Bible: Selections from the Old and New Testaments,Bible Stories Coloring Book,Child's Story Bible,A Child's Bible: Old Testament and New Testament,Bible Stories by Patricia Hunt,My Bible Story Book,The Children's Story Bible,The Toddlers Bible,Snip-and-tell Bible Stories,The Preschoolers Bible,The Children's Bible in 365 Stories,Bible Heroes,Everlasting Stories: A Family Bible Treasury,The Bible for Children,Big Picture Story Bible,My First Read and Learn Bible,The Beginner's Bible,Hurlbut's Story of the Bible,Jesus Storybook Bible,The Children's Bible,Children's stories from the Bible
Luke 7:36-50,Woman washes Jesus' feet,,,,,,,,The Woman That Was A Sinner,,,,,,,,Jesus and the Woman's Tears,,A sinful woman shows her for Jesus,,,,,The loving welcome,,,A gift of perfume,,,,,,,
Luke 8:5-8,Parable of the sower,,,,,"1. The kingdom of heaven in parables:—Parable of the sower, and the explanation","The Sower, and other Parables",,The Parable Of The Sower,,,,,,,,Parable of the Weeds Explained,The story of the sower,The farmer who planted his seed,,Jesus' wonderful stories,The sower and the seeds,Jesus tells wonderful stories,Sowing seed,,,The story of the sower,,,,,,The Sower,Jesus the storyteller
"Luke 8:41-42, 49-56",Jairus' daughter,,,,,"8. The raising of the dead:—Jairus' daughter, and the healing of the woman who had an issue of blood","""",The daughter of Jairus,The Daughter Of Jairus,,Jesus and a Little Girl,,,,,The little girl brought back to life,,,Jesus gives life to the dead,,Jairus' daughter,Jairus' daughter,Jesus helps Jairus' daughter,Awake from death // Two very important people,,The beloved daughter,The dying girl,,,,The Little Girl Who Was Raised to Life,"""",Jairus's Daughter,Healing the little girl
Mark 1:40-45,The man with leprosy,,,,,The cleansing of the leper,,,,,,,,,,Jesus gives back health and life,,,Jesus heals a leper,,,,,,,,Jesus heals a leper,,,,,,,
Luke 10:1-20,Sending out disciples,,,,,The mission of the apostles // The mission of the seventy disciples,The Twelve Apostles,,The Apostles Called // The Apostles Sent Forth,,,,,,,,The Twelve are Chosen // Jesus Warns His Disciples of What Lies Ahead,,,,,,,Two by two,,,Twelve special friends,,,,,,,
Luke 11:1-4,The Lord's Prayer,,,,,,,,The Lord's Prayer And Other Sayings Of Christ,,,,,,,,,,Jesus teaches his people to pray,,,,,"Lord, teach us to pray!",,The Prayer,,,,The Lord's Prayer,,How to pray,,
Luke 11:5-13,Knock and it shall be given,,,,,,,,,,,,,,,,Don't be Afraid to Ask,,,,,,,The friend at midnight,,,The night visitor,,,,,,,
Matt 7:24-27,The house upon the sand and the rock,,,,,,,,,,,,,,,,,,Jesus shows the Way of Heaven,,,The wise man's house,,Building the right way,,The two house builders,The story of the sower // The hidden message,,,,,,,
"Matt 8:14,15",Healing Peter's mother-in-law,,,,,The healing of Peter's wife's mother,,,,,,,,,,,,,A busy Sabbath day for Jesus,,,,,,,,,,,,,,,
Matt 8:28-34,The herd of swine,,,,,,,,The Herd Of Swine,,,,,,,,,,,,,,,,,,,,,,,,,
Matt 14:31-53,Further Parables,,,,,The parable of the tares // The seed growing secretly // The mustard seed // The leaven // The explanation of the parable of the tares // The hid treasure // The pearl // The draw net // The two debtors,,,"The Tares, The Mustard Seed, The Leaven, Etc",,,,,,,,Pictures of Heaven,Parables of the Kingdom of Heaven,Jesus teaches about his kingdom // More stories Jesus told,,,,,Making bread // The big dinner party,,,,,,,Some Stories That Jesus Told by the Sea,,,
Matt 15:29-31,Jesus heals many,,,,,The deaf and dumb,More Wondrous Works of the Lord Jesus,,,,,,,,,The crowd at Jesus' door,Jesus Heals the Sick,Jesus the Healer,,,,,,,,,,,,,,,Healing the Sick,Jesus the Healer
Mark 10:46-52,Bartimaeus sees,,Blind Bartimeus,,,Of blind Bartimaeus // Of two blind men near Jericho,More Words and Works of the Saviour,,,,,,,Jesus Cures a Blind Man,,,The Blind Beggar,,Blind Bartimaeus,,Blind Bartimaeus,Blind Bartimaeus,A blind man named Bartimeus,Beggar by the roadside,,,Blind Bartimaeus,A Blind Man Sees,"""",Jesus Heals a Blind Beggar,,,,
Luke 5:18-25,Jesus heals a paralytic,,,,,2. Healing of paralytics and other sick persons:—The paralytic,"""",,,,,,,,,Through the roof to Jesus,,The healing of the paralysed man,Through the roof,The paralysed man,Down through the roof,The man who came through the roof,Through the roof,Four friends find a way // Who can forgive sins?,,,The paralyzed man,,,A Hole in the Roof,The Leper and the Man Let Down through the Roof,,,
Matt 9:9,The calling of Matthew,,,,,,,,,,,,,,,Matthew and his feast,,,,,Jesus calls Matthew,,Jesus asks Matthew to be his helper,,,,,,,,,,,Matthew the tax collector
Luke 9:51-56,Traveling towards Jerusalem through Samaria,,,,,"The journey from Galilee to Jerusalem, and some of Christ's sayings and doings by the way",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 12:1-14,Lord of the Sabbath,,,,,The man with the withered hand; the anger of the Pharisees // Respecting the sabbath // Christ preaches In the temple; the chief priests and scribes demand his authority // The healing of the impotent man at Bethesda on the sabbath day,,,Jesus Heals On The Sabbath Day,,,,,,,The withered hand made well,The Trick Question,,The Lord of the Sabbath,Trouble about the Sabbath,,,,Not on the Sabbath!,,,Breaking the rules,,,,The Cripple at the Pool and the Withered Hand in the Synagogue,,,Breaking the rules
Luke 13:11-17,Loosing the woman who was bowed over,,,,,The woman who had a spirit of infirmity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 13:22-35,Jesus lamenting over Jerusalem,,,,,,,,Jesus Laments Over Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 14:1-6,Healing man with a dropsy,,,,,The man with a dropsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 14:25-34,Cost of following Jesus,,,,,He who loses this life gains another // Another account,,,,,,,,,,,,,,,,,,,,,Counting the cost,,,,,,,
Luke 15,Parables,,,,,Illustrations of holy tilings taken from the actions of worldly men:—The unjust steward // The unjust judge // The friend at midnight,,,,,,,,,,Stories which Jesus told,,,,,,,,The lost sheep // The lost coin //The lost sons,,,,,,,Some Parables in Perea,,,
Matt 6:28-34,Lilies of the field,,,,,,,,,,,,,Why We Should Trust God,,,,,,,,The lilies of the field,,,,,,,,,,,,
Luke 18:10-14,Parable of the Pharisee and publican,,,,The Pharisee and the publican,The Pharisee and the publican,,,,,,,,,,,,,,,,,,The two prayers,,,The two prayers,,,,,,,
Luke 18:15-17,Jesus and the children,,Jesus and the children,,Christ blessing little children,Christ blesses the children,,Little children,Jesus Blesses The Children,,Jesus and the Children,,,,,The friend of children and his prayer,Jesus and the Little Children,Jesus blesses the children,Jesus loves little children,,Jesus loves children,,Jesus loves children,Families,,Jesus and the children,,,Jesus and the little children,Jesus and the Children,,,Jesus and the Children,Jesus and the children
Luke 18:18-30,The rich ruler,,,,,,,,,,,,,,,,,,The rich young ruler,,,,,,,,A rich young man,,,,,,The Rich Young Man,The rich young man
Mark 6:48-53,Jesus walks on water,,,Christ walking on the Sea,,7. Christ walks upon the waters,,,Jesus Walks On The Sea,,,,,,,Walking on top of the stormy water,Jesus Walks on Water,Jesus calms a storm and walks on water,Jesus walks on water,,Jesus walks on water,,Jesus walks on water,Walking on water,,,Walking on water,,,Jesus Walks on Water,,The Captain of the storm,Jesus Walks on the Water,Jesus walks on water
Mark 7:1-23,Clean and unclean,,,,,,,,,,,,,,,Friends and enemies,,,,,,,,,,,,,,,,,,
Mark 7:24-30,The faith of a Syrophoenician woman,,,,,The daughter of the Syro-Phoenician woman,,,The Greek Woman 's Daughter And A Deaf And Dumb Man Healed,,,,,,,An answered prayer,,,Jesus answers prayer,,,,,,,,,,,,The Answer to a Mother's Prayer,,,
Mark 6:32-44,"Feeding of the 5,000",,Feeding the five thousand,,,4. The miraculous feeding of the five thousand // The feeding of the five thousand,,A co-worker with Jesus,Miracle Of The Loaves And Fishes,,The Offering of a Little Lad,,,,,Five loaves of bread and five thousand people,,The feeding of the Five Thousand,Jesus feeds five thousand people,,"Lunch for 5,000","Jesus feeds 5,000 people","Lunch for 5,000",The enormous picnic,,The miraculous food,Loaves and fish,,,Jesus Feeds Thousands,The Feast beside the Sea and What Followed It,Filled full!,The Feeding of the Five Thousand,Five loaves and two fishes
Mark 8:1-9,Jesus feeds the four thousand,,,,,Of the four thousand,,,Jesus Feeds The Multitude A Second Time,,,,,,,Hungry people fed,,,Jesus feeds the hungry people again,,,,,,,,,,,,,,,
Mark 8:22-26,Healing a blind man who sees trees,,,,,3. The opening of the eyes of the blind;— Of one blind at Bethsaida,,,,,,,,,,,,,The blind man of Bethsaida,,,,,Trees that walk,,,,,,,The Man with Clay on His Face,,,
Mark 8:27-30,Peter's confession of Christ,,,,,The promise to Peter,,,Peter Confesses Christ,,,,,,,"""Who am I?""",,,"Jesus asks ""Who am I?""",,,,,You are God's Messiah!,,,Peter the rock,,,,,,,Who is this man?
Mark 9,He who is least among you shall be first,,,,,"3. The first shall be last:—The labourers in the vineyard // The answer to the mother of Zebedee's children // Christ teaches humility, and bids men not to give offence // Another account",,An object-lesson,,,,,,,,,Who is Greatest,,Who is first with Jesus?,,,,,Who is the most important?,,,Who is the greatest?,,,,The Little Child in the Arms of Jesus,,,
Matt 13:34-35,Parable of the hidden treasure,,,,,,,,,,,,,,,,,,,,,,,Finding treasure,,,,,,,,Treasure hunt!,,
Matt 13:47-49,Parable of the net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Fisherman's Net,,,,
Matt 14:1-12,John the Baptist beheaded,,,,,John in prison // The beheading of John,,,Death Of John The Baptist,,,,,,,The wish of a young girl,Herod's Fears,The death of John the Baptist,The death of John the Baptist,,,,,John in prison // Reward for the dancing girl,,,John the baptist dies,,,,A Dancing Girl and What Was Given Her,,The Death of John the Baptist,The death of John the Baptist
Matt 15:1-20,Blind leading the blind,,,,,,,,,,,,,Jesus Tells What It Means to Be Clean,,,,,,,,,,,,,,,,,,,,
Matt 17:24-27,Paying taxes,,,,,The question about the tribute money,,,,,,,,,,,,,,,,,,,,,,,,Money in a Fish,,,,
Matt 18:15-22,Forgiving one's brother,,,,,"Sayings of Christ about binding and loosening, and about prayer",,,Christ Teaches Humility And Forgiveness,,,,,,,,,,Jesus teaches about forgiveness,,,,,,,,,,,,,,,
Matt 18:21-35,Parable of the unmerciful servant,,,,,2. The duty of forgiveness:—The unmerciful servant,,,"""",,,,,The Golden Rule,,,The Parable of the Unforgiving Debtor,,,,,,,The man who wouldn't forgive,,,,,,,,,The Unmerciful Servant,
Matt 20:1-16,Parable of the workers in the vineyard,,,,,The labourers and the harvest,,,The Labourers,,,,,,,,,,The workers in the vineyard,,,,,Workers and their wages,,,,,,,Jesus at Jericho,,Workers in the Vineyard,
Matt 20:20-28,Whoever does unto the least of these does unto me,,,,,,,,,,,,,The Rewards for Following Jesu's Teachings,,,,,Jesus teaches his friends to be humble,,,,,,,,,,,,,,,
Matt 21:16,Children praising Jesus,,,,,The wisdom of the Father in revealing the gospel to babes,,,,,,,,,,,,,"Jesus, the King",,,,,,,,,,,,,,,
Matt 21:19-22,Withered fig tree/moving mountains,,,,,The power of faith // The barren fig tree,,,The Barren Fig Tree,,,,,,,,,,,,,,,,,,,,,,,,,
Matt 21:33-45,Parable of the tenants,,,,,The parable of the vineyard let out to husbandmen,,,,,,,,,,,,,,,,,,The wicked tenants,,,,,,,,,,
Luke 10:25-37,Parable of the good Samaritan,,,,The good Samaritan,"4. The answer to the question, ""Who Is my neighbour? The good Samaritan",The Good Samaritan,,The Good Samaritan,,Thc Good Neighbour,,,,,The good Samaritan,The Good Samaritan,The story of the Good Samaritan,The Good Samaritan,,,,,The good friend,,The parable of the Good Samaritan,The story of the good Samaritan,,,The Good Samaritan,The Good Shepherd and the Good Samaritan,,The Good Samaritan,The Good Samaritan
John 6:22-59,Bread of life,,,,,Christ the bread of life,,,Jesus The Bread Of Life,,,,,,,,,,,,,,,,,,,,,,,,,
John 7:1-13,Jesus goes to the feast of tabernacles,,,,,Jesus teaches in the temple at Jerusalem,,,Jesus At The Feast Of Tabernacles,,,,,,,The Feast of Tabernacles,,,,,,,,,,,,,,,At the Feast of Tabernacles,,,
John 8:3-11,The woman caught in adultery,,,,,The woman taken In adultery,,,The Light Of The World,,,,,,,,,,,,,,,,,,,,,,,,,
John 8:12,Light of the world,,,,,Christ the light of the world,,,"""",,The Light of the World,,,,,,,,I am the Light of the World,,,,,,,,,,,,,,,
John 9,Pool of Siloam,,,,,The healing of the man born blind,,,The Blind Man At The Pool Of Siloam,,,,,,,,,,The man born blind,,,,,,,,,,,,,,,
Luke 19:1-10,Zacchaeus,,,,Christ and Zaccheus,"Christ passes through Jericho, and visits Zacchaeus",,,,,,,,,,,The Man in the Tree,Zacchaeus,Zacchaeus,,Zacchaeus,Zacchaeus,Zacchaeus climbs a tree,The watcher from the tree,,,Zacchaeus the tax collector,,,A Short Man,,The man who didn't have any friends (none),Zacchaeus the Tax Collector,The tax collector
Luke 15:3-10,Parable of the lost sheep/lost coin,,,,,The lost sheep // The lost piece of money,,,"The Lost Sheep, The Lost Coin, And The Prodigal Son",,The Lost Sheep // The Lost Money,,,,,,Parable of the Lost Coin,The stories of the lost sheep and the lost coin,The Lost is found,The good shepherd,The lost sheep,,Finding lost sheep,The good shepherd,,The lost sheep,The story of the lost sheep // The story of the lost coin,,,The Lost Sheep,,,The Lost Sheep,
Luke 15:11-32,Parable of the prodigal son,,,The Prodigal Son,,The prodigal son // The parable of the two sons,Our Lord's Parables: The Prodigal Son,,"""",,The Lost Son,,,,,The lost sheep and the son who left home,,The story of the prodigal son,,,A boy who ran away,,A boy who ran away,The two sons,,The prodigal son,The story of the lost son,,,The Lost Son,,Running away,The Prodigal Son,The prodigal son
Matt 22:1-14,Parable of the wedding banquet,,,,,The great supper // The parable of the marriage feast,,,The Parable Of The Wedding Supper // Parable Of The Wedding Feast,,,,,,,,,,The wedding of the King's son,,,,,,,,,,,,,,The Wedding Feast,
Matt 23,Woe unto the scribes and Pharisees,,,,,"The reproval of the Pharisees, and the guilt and doom of Jerusalem",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 10:38,At the home of Martha and Mary,,,,,Christ with Mary and Martha,,,,,,,,,,Two sisters who loved Jesus,Mary and Martha,,Jesus in the home of friends,,Mary and Martha,,Mary and Martha are Jesus' friends,What matters most,,,"Martha, Mary, and Lazarus",,,Mary and Martha,,,"Mary, Martha, and Lazarus",Martha and Mary
Luke 12:16-21,Rich fool,,,,,"Sayings of Christ about rich men, and about the kingdom of heaven",,,,,,,,,,,,,The Rich Fool,,,,,The poor rich farmer,,,A story of the dangers of riches,,,,,,,
Luke 13:6-9,Parable of the fig tree,,,,,7. The long-suffering of God:—The parable of the fig tree,,,,,,,,,,,,,,,,,,The fig-tree without any figs,,,,,,,,,,
Luke 13:31-35,Message to Herod,,,,,Christ's message to Herod,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke 16:19-31,The rich man and Lazarus,,,,,6. The vanity of riches:—The rich man and Lazarus,"The Rich Man and Lazarus, and other Parables",,"The Unjust Steward, The Rich Man, And Lazarus",,,,,,,,The Rich Man and the Pauper,,The rich man and Lazarus,,,,,,,,,,,,The Poor Rich Man and the Rich Poor Man,,Lazarus and the Rich Man,
Luke 17:12-19,Ten lepers,,,,,The cleansing of tho ten lepers,,,Thanks And Prayer,,,,,,,,,,A lesson in thankfulness,,Ten men with terrible trouble,The ten lepers,Ten men with leprosy,The man who came back,,,,,,Ten Lepers,,,,Healing the lepers
John 10:1-30,Christ the good shepherd,,,,The good shepherd,Christ the good shepherd,,,The Good Shepherd,,The Good Shepherd,,,,,,,,"""I am the Good Shepherd""",,Jesus is our good shepherd,,Jesus is our good shepherd,,,,,,,,,,,
John 10:31-42,Jews attempt to stone Jesus,,,,,His works prove him to be the Son of God,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John 11:1-45,Raising of Lazarus,,,,,The raising of Lazarus,The Raising of Lazarus,,Jesus Raises Lazarus,,,,,,,Jesus wakes Lazarus from death,Jesus is Moved to Tears // Lazarus Raised from the Dead,"Mary, Martha, and Lazarus",Jesus makes Lazarus live,,Lazarus is alive!,,Lazarus comes back to life,Your friend is ill! // Alive again!,,,A family tragedy,A Dead Man Is Raised to Life,,Lazarus Lives Again,Lazarus Raised to Life,,,Lazarus
John 11:46-57,Pharisees conspire to kill Jesus,,,,,The Pharisees and priests take measures against Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John 12:22-31,The voice from Heaven,,,,,,,,The Voice From Heaven,,,,,,,,,,,,,,,,,,,,,,,,,
Mark 9:2-12,The transfiguration,,,,,9. The transfiguration // Why Elias must first come,"The Transfiguration, and some of the Precepts of Jesus",,The Transfiguration,,,,,,,Glory on the mountain,,The transfiguration,Jesus' face shines as the sun,,,,,A glimpse of glory,,,The transfiguration,,,,The Glory of Jesus on the Mountain,,The Transfiguration,
Mark 9:17-30,Casting out a demon,,,,,The healing of the lunatic child,,The lunatic child healed,,,,,,,,,,,,,,,,The frantic father,,,,,,,,,,
Mark 12:18-27,Sadducees,,,,,The answer to the Sadducees about the resurrection,,,,,,,,,,,Hostility Builds Up // The Pharisees Complain // He Answers the Sadducees,,,,,,,,,,,,,,,,,
Mark 12:28-34,The greatest commandments,,,,,The great commandment,,,,,,,,,,,,,,,,,,,,Jesus and the great Commandment,,,,,,,,
"Mark 12:35,36",Speaking to the Pharisees,,,,,Christ's question to the Pharisees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark 12:42-44,The poor widow,,,,,The widow's mite,,,The Widow's Mite,,,,,,,,,,A day in the last week,,A woman's big-little gift,,,The biggest gift of all,,,,,,,,,,
Luke 18:9-14,Parable of the Pharisee and the tax collector,,,,,,,,,,,,,,,,,,Lessons on prayer,,,,,,,,,,,,,,The Pharisee and the Tax Collector,
Luke 18:35-42,A blind beggar receives his sight,,,,,,,,,,,,,,,The blind beggar who called to Jesus,,,,,,,,,,,,,,,,,,
Matt 25:1-13,Parable of the ten virgins,,,,,The parable of the ten virgins,,,,,,,,,,,,,Ten girls and their lamps,,,,,The wise and foolish girls,,,,,,,The Parables on the Mount of Olives,,The Wise and Foolish Maidens,
Matt 25:14-30,Parable of the talents,,,,,The parable of the pounds,,,,,,,,,,,Parable of the Wicked Servants,The story of the talents,The story of the talents,,,,,The three servants,,,,,,,,,The Parable of the Talents,
Matt 26:14-16,Judas agrees to betray Jesus,,Judas ,,,The Sanhedrim and Judas,,,,,,,,,,,The Betrayer,,,,,,,Enemies outside // Enemies inside,,,The traitor,,,,,,Judas Plots to Betray Jesus,The first betrayal
Mark 14:3-9,Jesus' anointing at Bethany,,,,,The anointing of Christ // Mary anoints the feet of Jesus,,,,,,,,Jesus praises a woman who gave her best,,Mary's gift,Jesus at Bethany,The anointing of Jesus,Mary shows her love for Jesus,,,,A woman's special gift,A present for Jesus,,,,,,A Gift for Jesus,,Washed with tears,,
Luke 19:28-44,The triumphal entry,,,Christ's Entry into Jerusalem,Christ weeping over Jerusalem,Christ's entry Into Jerusalem // Another account // The entry of Christ into Jerusalem,The Saviour at Jerusalem,,Jesus Goes Up To Jerusalem *,,,,,,,The King comes,The Beginning of the Last Journey,The entry into Jerusalem,,,Jesus rides into Jerusalem,"Jesus, the King on a colt",Jesus rides into Jerusalem,The big procession,,,Palm Sunday,,,The True King,Palm Sunday,,Jesus Enters Jerusalem,The King on a donkey
Matt 21:12-13,Casting out moneylenders,,,,,,,,,,,,,,,,,,Chasing the wicked from the Temple,,,,,,,Jesus and the Temple Merchants,A house of prayer,,,,The Last Visits of Jesus to the Temple,,,
Luke 21:1-4,The widow's gift,,,,,,,,,,,,,,,,The Widow's Mite,,A widow's gift,,,,,,,,,,,A Poor Widow's Gift,,,,
Luke 21:5-37,Signs of the end of the age,,,,,The judgment // Discourses on the mount of Olives; the destruction of Jerusalem; exhortation to watchfulness,,,The Destruction Of The Temple And The End Of The World,,,,,,,The last day and the great sin,Jesus Describes the Day of Judgment,,,,,,,Sheep or goats,,,,,,,,,,
Mark 14:18-26,The Last Supper,,,,,The last day of Christ's life // Another account,The Saviour's Last Days on Earth,,The Last Supper,,The Last Supper,,,,,In the upper room,,The Last Supper,The Last Supper,,The Last Supper,,The Last Supper,Preparing the Passover meal // Looking after others // The Passover meal,,,The last supper,,,The Last Supper,The Last Supper,The Servant King,The Last Supper,The Last Supper
John 13-17,The upper room discourse,,,,,Christ is glorified In his death // Jesus washes his disciples' feet // Christ foretells who should betray him // The new commandment // Christ comforts his disciples // Christ the true vine: his disciples are to continue in the love of him and of one another // The promise of the Comforter,,,Jesus Comforts His Disciples // The True Vine // Jesus Prays For His Disciples,,,,,Jesus Gives His Last Command to His Helpers,,Jesus' last words to his disciples,Jesus Predicts the Betrayal,,The Lord's Supper,,,,,The real vine,,,A hard question,,,Washing the Disciples' Feet,,,,
Mark 14:32-42,Gethsemane,,Peter,,,Christ prays to the Father,,,,,,,,,,The kiss of Judas,Jesus Prays Alone // Jesus Waits,The garden of Gethsemane,Jesus prays in the garden,,Jesus prays in a garden,,Jesus prays in a garden,Preparing the disciples // I don't know the man!,,The betrayal,The garden of Gethsemane,,,,The Olive Orchard and the High Priest’s Hall,A dark night in the garden,The Garden of Gethsemane,In the Garden of Gethsemane
Matt 27:3-5,Judas's suicide,,,,,,,,,,,,,,,,Judas' Remorse,,,,,,,Judas' story,,,,,,,,,,
Mark 14:43-50,Jesus' arrest,,,,Peter in the palace of the high priest,Christ is betrayed and brought before the high priest and before Pilate,,,Jesus Betrayed And Denied,,,,,Jesus in the Hands of His Enemies,,Why Peter wept,Trial at Night,The trials and crucifixion,Jesus sold by his friend,,,,,,,,,,,Jesus Is Arrested and Crucified,,,Peter's Denial,Jesus is condemned
Mark 14:53-65,Jesus taken to Annas,,,,,,,,,,,,,"""",,Jesus before the high priest,Simon Peter's Denial,"""",Peter's great sin,,,,,,,,The first trial // Peter denies Jesus,,,,,,Jesus Before the Sanhedrin,Peter's denial
John 18:28-40,Jesus before Pilate,,,,,Barrabas or Jesus?,,,,,,,,"""",,Why Pilate washed his hands,Sentenced to Death,"""",Jesus must die,,,,,Jesus stands trial,,,The Roman governor // The trial before Herod,,,,,,Jesus Before Pilate,Jesus before Pilate
Mark 15:15-22,Jesus' beatings,,,,,,,,,,,,,"""",,Carrying the cross,,"""",,,,,,The road to Golgotha,,,The death sentence,Jesus Wears God's Kingly Crown,,,The Crown of Thorns,,,
Mark 15:22-40,Jesus' crucifixion,,,,The Crucifixion,The crucifixion // The crucifixion,The Crucifixion,,Jesus Condemned And Crucified,,,,,Jesus is crucified by his enemies,,The sun becomes dark,The Burial,"""",Jesus dies on the cross,,Jesus dies on the cross,,Jesus dies on the cross,Jesus on the cross,,,The crucifixion,Jesus' Followers Are in the Dark,,"""",The Darkest Day of All the World,The sun stops shining,Jesus is Crucified,Death on a cross
Matt 27:57-61,The burial,,,,,,,,,,,,,,,,,,Jesus is buried,,,,,,,,The burial,,,,,,,
Matt 28:5-20,Jesus' resurrection,,,,,The resurrection of Christ // Another account // The resurrection,The Saviour's Resurrection and Ascension,,The Resurrection,,The Story of Easter,,,,,The stone is rolled away,Jesus Returns,The first Easter day,Jesus is alive again,,Some women visit Jesus' tomb,,Jesus has risen!,,,,,A Brand-New Day,,Jesus Is Risen!,The Brightest Day of All the World,,The Resurrection,
John 20:1-8,The empty tomb,,,,,The first appearance of Christ after his resurrection,,,Appearances Of Christ After The Resurrection,,,,,,,Visitors to the tomb,,,Mary Magdalene,,,,,He is alive!,,The tomb,The empty tomb,,,"""",,,,The empty tomb
Luke 24:13-28,Road to Emmaus,,,,,The appearance of Christ to the disciples at Emmaus,,,"""",,,,,,,The risen Lord,,,,,,,,Walk to Emmaus,,,The Emmaus road,God's Promise Is Explained,,,,,The Road to Emmaus,On the road to Emmaus
John 20:19-23,Jesus appears to his disciples,,,,,Another appearance of Christ,,,"""",,,,,,,Jesus comes to his friends,The Disciples Promise,,Jesus comes to his friends,,,,,,,,Jesus is alive!,,,Jesus Returns,,,Doubting Thomas,
John 20:24-31,Doubting Thomas,,,,,,,,"""",,,,,,,,Jesus Talks of God,The first Easter night,Thomas,,,,,Thomas' story,,Doubting Thomas ,Secret disciples,,,,,,,Thomas the doubter
John 21:1-25,Jesus and the miraculous catch of fish,,,,,,,,"""",,,,,,,,The Stranger on the Beach,Breakfast on the shore,By the Sea of Galilee,,,,,Do you love me?,,Jesus and Peter,"Breakfast by Galilee // ""Go into all the world""",,,A Net Full of Fish,The Stranger on the Shore,,Breakfast by the Lake,Breakfast by the lake
Luke 24:51-53,Jesus' ascension,,,,,The last words of Christ // Another account // Some last words of Christ,"""",,The Ascension Of Christ,,Jesus' Last Message,,,,,How Jesus left the earth,The Ascension,The ascension and first Whitsunday,Jesus goes back to Heaven,,Jesus goes back to heaven,,Jesus goes back to heaven,Home to heaven,,Jesus is taken up to Heaven,Jesus ascends into heaven,,,Jesus Goes to Heaven,,God's wonderful surprise,Jesus is Taken Up to Heaven,The ascension
Acts,,,,,,,,,,,,,,,,,,,,,,,,,,,,God's New Kingdom Spreads,,,,,,
Acts 2:1-13,The Holy Spirit comes at Pentecost,,,,,"The meeting of the eleven apostles, and the election of Matthias // The day of Pentecost",,,The Holy Spirit Given,,,,,,,Power from above,The Beginning of the Church in Jerusalem,,Jesus sends His Spirit,,The Holy Spirit comes,,The Holy Spirit comes,God's spirit comes // Jesus is LORD!,,The day of Pentecost,Fire from heaven // God's promise,"""",,The First Church,The Church of the First Days,,Tongues of Fire,The day of Pentecost
Acts 3:1-10,Peter heals the crippled beggar,,,The Lame Man cured by Peter,,The healing of the lame man at the Beautiful gate of the temple,,,Peter And John Cure The Lame Man,,,,,,,The lame man in the Temple,Cure of the Lame Beggar,Peter and John and the lame man,The lame man healed,,,Peter and John heal a lame man,,A healing - and trouble,,,A miracle at the temple gate,"""",,The Lame Man,The Man at the Beautiful Gate,,Peter the Healer,
Acts 5:1-11,Ananias and Sapphira,,Ananias,,,The sin of Ananias and Sapphira,,,Ananias And Sapphira,,,,,The Generosity of the Early Christians,,The story of a lie,,,"""Thou shalt not lie""",,,,,The couple who told lies to God,,,,"""",,,The Right Way to Give and the Wrong Way,,,
Acts 5:17-26,The apostles persecuted,,,,,The apostles are imprisoned: the counsel of Gamaliel // The appointment of deacons,The Beginning of the Apostles' Sufferings,,,,,,,,,The open prison doors,,,The apostles persecuted for doing good,,,,,,,,Growing opposition,"""",,,,,The Christians,
Acts 7:54-60,The stoning of Stephen,,Stephen stoned,The Death of Stephen,,The accusation of Stephen // The defence and death of Stephen,,,Stephen,,,,,,,The man who looked into heaven,,Stephen the martyr,Stephen gives his life for Jesus,,,,,Stephen the fearless,,,Brave Stephen,"""",,,Stephen with the Shining Face,,The Death of Stephen,
Acts 8:9-25,Simon the sorcerer,,,,,"Philip first and afterwards Peter and John go to Samaria, where Peter encounters Simon Magus",,,Simon The Sorcerer—The Ethiopian Eunuch,,,,,,,The magician who tried to buy God,,,The magician who tries to buy God's power,,,,,,,,,"""",,,,,,
Acts 8:26-39,Phillip and the Ethiopian,,,,,Philip and the eunuch,,,"""",,,,,,,The Ethiopian who believed,,,Philip helps the Ethiopian,,An Ethiopian hears about Jesus,,An Ethiopian hears about Jesus,The African Official,,,A remarkable meeting,"""",,,The Man Reading in the Chariot,,,
